Provenance,Tool,Software,Vendor,Group,Integration,Band,Comp_or_Neural,X,Y,Recurrence,Inputs,Inference_Locus,Model_Backend,Date_Note,Source_URL,Status,Notes
survey 260812,RealityScan Photogrammetry,RealityScan (formerly RealityCapture),Epic Games,3D capture,core,Conditioned,hybrid,8,1.5,iterative,"photo set; optionally laser scans, aerial LiDAR, control points, region boxes, reconstruction settings","Camera poses, depth maps, mesh, and texture are computed from the photo set through feature matching, bundle adjustment, and multi-view stereo; a learned model can generate subject masks before alignment. Runs when the designer starts an alignment or reconstruction step.",proprietary,"RealityCapture rebranded RealityScan 2.0 June 2025 (AI mask generation, aerial LiDAR); 2.1 Nov 2025 added CLI docs and gRPC/REST headless service; 2.2 June 24, 2026 added 360 workflow and AMD GPU support.",https://www.realityscan.com/news/realityscan-20-new-release-brings-powerful-new-features-to-a-rebranded-realityscan,verified,"SfM and MVS stages resolve geometrically from image evidence; the mask generation added in 2.0 is a learned stage inside an otherwise computational pipeline. Camera registrations feed splat trainers (Postshot, gsplat pipelines) downstream. Coverage: cgchannel.com/2025/06/epic-games-to-rebrand-realitycapture-as-realityscan-2-0, radiancefields.com/realityscan-2.2-adds-360-and-amd-gpu-support."
survey 260812,Scaniverse Splat Capture,Scaniverse,Niantic / Scopely,3D capture,core,Conditioned,hybrid,6.2,2,single-pass,phone camera sweep around the subject or scene,"Splat training runs on the phone from the captured frames with local pose estimation; processing completes on device, typically under 90 seconds, without cloud upload. Runs per capture.",proprietary on-device 3DGS,"Splat support announced late March 2024; Scaniverse 4 released Aug 26, 2024; updates through 5.x; news pages now hosted by Scopely.",https://radiancefields.com/platforms/scaniverse,verified,On-device training distinguishes it from the cloud splat services; SPZ format feeds Niantic Studio. Vendor announcement redirected from nianticlabs.com/news/scaniverse4 to explore.scopely.com (404 at fetch time).
survey 260812,Luma Genie,Luma AI,Luma AI,3D capture,hosted service,Inferential,neural,1.2,1.5,single-pass,text prompt,"A generative model resolved textured 3D assets from a text prompt, exportable to mesh formats. Ran per prompt submission.",proprietary,"Reported sunset Jan 1, 2026 with export still available (third-party listing); absent from lumalabs.ai as of Aug 2026 — held provisionally, to be confirmed against a vendor notice.",https://www.aiapps.com/items/genie-by-lumalabs/,unverified,The feature itself is well documented (omr.com/en/reviews/product/luma-ai-genie); the sunset date rests on third-party listings plus its removal from the vendor site. Marked unverified for the current-status claim.
survey 260812,Marble World Generation,Marble,World Labs,3D capture,hosted service,Inferential,neural,1.5,3.5,iterative,"text prompt, single image, multi-image set, 360 panorama, or video; optional Chisel layout sketch refined with language","A world model resolves a navigable Gaussian-splat environment from sparse input; layout, depth, and lighting outside the input's coverage are inferred from learned structure. Worlds can be refined through the Chisel layout interface and expanded region by region.",Marble (proprietary world model),"Commercial launch Nov 12, 2025; World API Jan 2026; Marble 1.1 (Apr 2, 2026) added auto-expanding world generation. Exports SPZ/PLY splats, meshes, video.",https://www.worldlabs.ai/blog/marble-world-model,verified,"Single image to explorable splat world — the inferential end of the capture field, where the splat format carries generated rather than captured scenes. Coverage: techcrunch.com/2025/11/12/fei-fei-lis-world-labs-speeds-up-the-world-model-race-with-marble-its-first-commercial-product/."
survey 260812,Polycam 3D Generator,Polycam,Polycam,3D capture,hosted service,Inferential,neural,1.8,1,single-pass,one image,A generative model resolves a textured 3D model from one uploaded image; geometry outside the photographed view is inferred from learned structure. Runs when the designer submits the image.,,Live as of Aug 2026; ship date undocumented on vendor pages.,https://poly.cam/tools/3d-model-generator,verified,"Single-image-inferred row, distinct from the multi-view-conditioned Polycam modes; exports OBJ/FBX/GLTF/STL. Help article: learn.poly.cam/hc/en-us/articles/35116894902292."
survey 260812,SPAR3D Single-Image Reconstruction,SPAR3D (Stable Point Aware 3D),Stability AI,3D capture,core,Inferential,neural,2,2,iterative,"one image; optional point-cloud edits (delete, duplicate, stretch, recolor points)","A point-diffusion stage proposes a sparse point cloud from one image; a mesh stage resolves geometry and texture from the points plus the image, including unseen regions. The designer can edit the point cloud and re-mesh in under a second. Runs per generation or edit.",SPAR3D (point diffusion + mesh reconstruction),"Announced Jan 2025; open weights on Hugging Face; 0.7 s generation, roughly 0.3 s re-mesh after point edits per vendor.",https://stability.ai/news/stable-point-aware-3d,verified,The editable point-cloud intermediate gives the designer an addressable handle inside an otherwise inferential mode — slightly higher x than prompt-to-asset generators. Successor to Stable Fast 3D (Aug 2024). Paper: arxiv.org/pdf/2501.04689.
survey 260812,Sloyd Parametric Templates,Sloyd,Sloyd,Generative 3D,core,Explicit,computational,8.6,1,persistent,"template choice; slider values for shape, proportion, detail","Computation assembles the model from a handcrafted parametric template; sliders address shape, proportion and detail directly. No learned resolution in this mode.",,"Active on vendor site, checked 2026-08; a Sloyd 2.0 usability update appears in 2026 coverage",https://www.sloyd.ai,verified,
survey 260812,Spline Design Editor,Spline,Spline,Generative 3D,core,Explicit,computational,8.7,1,persistent,"objects, materials, states, event logic, camera setups built by the designer","Computation resolves the scene from designer-built objects, materials, states and event logic; no learned inference in this mode.",,"Active vendor product, 2026",https://spline.design,verified,The explicit base the AI modes generate into.
survey 260812,Womp Liquid 3D Modeling,Womp,Womp,Generative 3D,core,Explicit,computational,8.6,1,persistent,"SDF/CSG primitives, blend/merge/carve operations, materials","Computation resolves geometry from SDF/CSG primitives that blend, merge and carve; edits re-evaluate the field directly. Browser-based, with a print-preparation mode.",,"Active vendor product, 2026",https://womp.com/,verified,
survey 260812,3D AI Studio Image-to-3D,3D AI Studio,3D AI Studio,Generative 3D,hosted service,Conditioned,neural,3.4,2.5,iterative,"product photo, concept sketch, or reference image; backend model choice","Resolves mesh and texture from a supplied reference image; follow-on passes (retexture, remesh, rig) operate on the generated asset.",Own models + hosted third-party,"Reviewed with image-to-3D workflow, 2026",https://see3d.art/blog/detail/3D-AI-Studio-Review-Features-Pricing-and-How-It-Handles-Image-to-3D-Modeling-14d91b40c743/,verified,
survey 260812,Alpha3D Image-to-3D,Alpha3D,Alpha3D,Generative 3D,hosted service,Conditioned,neural,3.4,1.5,iterative,2D product image (multi-view option); text description also accepted,Resolves a GLB-format model from a supplied 2D product image or a text description; positioned for batch conversion of catalog imagery for AR and e-commerce.,Alpha3D proprietary,"Vendor site active, checked 2026-08-12",https://www.alpha3d.io,verified,"Mode detail (multi-view, smart topology, UV unwrap) corroborated by third-party listings found via search; vendor page itself is sparse."
survey 260812,CSM Cube Image-to-3D,CSM Cube,Common Sense Machines (Google DeepMind since Jan 2026),Generative 3D,hosted service,Conditioned,neural,3.3,2.5,iterative,"image (segmentation-assisted via SAM), sketch, or text","Resolves game-oriented meshes and textures from supplied images, with segmentation used to isolate objects; text and sketch inputs supported. Invoked per asset.",CSM Cube 2.0,"Google acquisition reported January 24, 2026 (~a dozen employees to DeepMind); csm.ai unresolvable when checked 2026-08-12",https://ai.meta.com/blog/segment-anything-common-sense-machines-3d-assets/,verified,"Feature verified for its active period; current service status held provisionally — site unreachable after the acquisition. Acquisition coverage: aicerts.ai news, found via search."
survey 260812,Kaedim Image-to-3D,Kaedim,Kaedim,Generative 3D,hosted service,Conditioned,hybrid,4.8,2.5,iterative,up to 10 images per asset; input guidelines; revision requests,"ML reconstructs a model from up to 10 supplied images; an in-house art team verifies and edits each output before delivery. Invoked per asset request, with a revision loop.",Kaedim proprietary + human QA,"Current vendor docs, checked 2026-08; monthly ML model updates per docs",https://docs.kaedim3d.com/welcome/how-kaedim-works,verified,Human labor inside the resolution loop — a production condition the other rows lack. Vendor states a goal of fully autonomous generation.
survey 260812,Meshy Image-to-3D,Meshy,Meshy,Generative 3D,hosted service,Conditioned,neural,3.3,2.8,iterative,single image (up to 10 in batch); optional image enhancement; optional multi-view generation,Resolves mesh geometry and texture from a supplied image; surfaces away from the source view resolve from learned structure. A multi-view option generates additional angles before reconstruction.,"Meshy-6 (default), Meshy-5/4 selectable","Batch mode up to 10 images and multi-view option per vendor feature page, 2026",https://www.meshy.ai/features/image-to-3d,verified,Single view governs silhouette and front detail; the rest is inferred. Candidate sits between Generative Fill and Inpainting anchors.
survey 260812,Meshy Text-to-Texture,Meshy,Meshy,Generative 3D,hosted service,Conditioned,neural,4.6,2,iterative,supplied mesh with UVs; text prompt for surface treatment,Resolves PBR texture maps from a text prompt conditioned on a supplied mesh and its UV layout. Geometry stays as supplied; invoked per texturing pass.,Meshy proprietary,"AI texturing documented in production-workflow review, June 2026",https://medium.com/data-science-in-your-pocket/meshy-ai-3d-generator-review-2026-the-complete-production-workflow-tested-272df212c925,verified,Mesh governs geometry fully; inference confined to surface. Source is hands-on coverage rather than vendor docs.
survey 260812,Rodin 3D Inpainting,Rodin (Hyper3D),Deemos Tech,Generative 3D,hosted service,Conditioned,neural,4.5,3.5,iterative,existing model; user-selected region mask; text prompt for the change,Regenerates a user-masked region of an existing model from a text prompt through masked diffusion; geometry outside the mask stays as supplied.,Rodin Gen-2 masked diffusion,"Documented in Gen-2 coverage, February 9, 2026",https://hyper3d.ai/blog/rodin-gen-2,verified,3D counterpart of the masked-inpainting anchor; candidate placed at the same coordinates.
survey 260812,Rodin Image-to-3D,Rodin (Hyper3D),Deemos Tech,Generative 3D,hosted service,Conditioned,neural,3.4,2.8,iterative,supplied image(s); fidelity mode; mesh-type choice,Resolves geometry and 360-degree textures from supplied images; raw outputs can exceed 10 million polygons in Gen-2.5.,Rodin Gen-2.5,"Gen-2.5 launched May 26, 2026, with 3D-native texturing and multiple mesh output types",https://business.thepilotnews.com/thepilotnews/article/pressadvantage-2026-5-26-hyper3d-launches-rodin-gen-25-bringing-sculpt-level-detail-and-production-control-to-ai-3d-generation,verified,
survey 260812,Sloyd Image-to-3D,Sloyd,Sloyd,Generative 3D,core,Conditioned,neural,3.5,1.5,iterative,"photo, sketch or reference image; optional AI image editing before conversion","Resolves a textured model from a supplied photo, sketch or reference, following its shape and proportions.",Sloyd proprietary,"Live on vendor site, checked 2026-08",https://www.sloyd.ai,verified,Whether output resolves into the template system or a free mesh is unstated on the page — to be confirmed.
survey 260812,Spline Spell World Generation,Spline (Spell),Spline,Generative 3D,core,Conditioned,neural,2,4,single-pass,single source image (or text via an image step),"Resolves a 3D world volume, rendered via Gaussian splatting, from a single supplied image over a few minutes; multi-view-consistent content away from the source view resolves from learned structure.",Spell (proprietary diffusion world model),"Announced January 22, 2025 as a first model version, with frequent checkpoints planned",https://blog.spline.design/introducing-spell,verified,Band held provisionally: the source image governs one view; most of the volume resolves from learned structure. Candidate sits near the Conditioned/Inferential edge. Output convertible to mesh via reconstruction.
survey 260812,Tripo Image-to-3D,Tripo,VAST (Tripo AI),Generative 3D,hosted service,Conditioned,neural,3.3,2.8,iterative,supplied image; mode choice; refine passes,Resolves mesh and texture from a supplied image; detail on unseen sides resolves from learned structure. Invoked per image or batch.,Tripo v3.0 Ultra; Tripo H3.1,"H3.1 high-fidelity model announced March 26, 2026",https://www.technology.org/2026/03/26/tripo-ai-introduces-h3-1-advancing-high-fidelity-ai-3d-generation-for-production/,verified,
survey 260812,TripoSR Single-Image Reconstruction,TripoSR (open-source code),VAST + Stability AI,Generative 3D,open-source code,Conditioned,neural,3.5,1,single-pass,one image,"Feed-forward reconstruction of a textured mesh from one image, about 0.5 seconds on an A100; a single forward pass per invocation, run from open-source code.","TripoSR (LRM-lineage transformer), MIT license",Released March 2024; successor research models TripoSG and TripoSF open-sourced March 2025,https://stability.ai/news-updates/triposr-3d-generation,verified,Research lineage feeding the Tripo product line. Draft-quality output; trained on CC-BY Objaverse subset.
survey 260812,3D AI Studio Text-to-3D,3D AI Studio,3D AI Studio,Generative 3D,hosted service,Inferential,neural,1.3,2.5,iterative,text prompt; backend model choice; follow-on texture/remesh/rig passes,"Resolves a textured mesh from a text prompt; texturing, remeshing, LOD and rigging run as follow-on passes inside the same workspace.",Own models + hosted third-party (Rodin Gen-2.5 selectable),"Rodin Gen-2.5 hosted as a selectable model per vendor page, 2026",https://www.3daistudio.com/TextTo3D,verified,Backend multiplexer: one workspace resolving through several vendors' models.
survey 260812,Luma Genie Text-to-3D,Luma Genie,Luma AI,Generative 3D,hosted service,Inferential,neural,1.2,2,iterative,text prompt; seed and negative prompt; candidate choice for refinement,"Resolved four candidate meshes from a text prompt in roughly 10 seconds, with a refinement pass on a chosen candidate. Ran as research preview via Discord, later on the web.",Luma proprietary (Genie),"Research preview November 2023; sunset reported effective January 1, 2026; lumalabs.ai/genie no longer presents Genie (checked 2026-08-12, page now covers Ray 3.2 video and agent tools)",https://radiancefields.com/luma-ai-genie-updated,verified,Feature verified for its active period; the sunset date is from search coverage and held provisionally. Luma's 3D work now runs through capture (splats) and video models rather than text-to-3D.
survey 260812,Meshy Text-to-3D,Meshy,Meshy,Generative 3D,hosted service,Inferential,neural,1.2,2.8,iterative,text prompt; model-version choice (Meshy 4/5/6); candidate selection before refine,"Resolves a textured mesh from a text prompt through staged generation: geometry preview, refinement, PBR texturing. Invoked per prompt; the designer selects among candidate meshes before refining.","Meshy-6 (default), Meshy-5/4 selectable","Meshy-6 listed as default model, up to ~600K faces (vendor feature page, 2026); Meshy Creative Lab announced at CES 2026",https://www.meshy.ai/features/text-to-3d,verified,"Follow-on passes (texture, rig, retopo) run in the same workspace. Placement candidate near the Midjourney anchor, higher y for staged pipeline."
survey 260812,NVIDIA Edify 3D (partner services),Edify 3D via Shutterstock / Getty,NVIDIA + Shutterstock,Generative 3D,hosted service,Inferential,neural,1.3,2,iterative,"text prompt or image, via partner API","Resolves 3D objects with textures from text prompts or images; invoked through partner APIs built on the Edify architecture, alongside Edify-based 360 HDRi environment generation for scene lighting.",NVIDIA Edify 3D,"3D generation announced at GTC, March 2024; NIM microservice preview ended June 6, 2025; commercial access continues through Shutterstock and Getty services",https://blogs.nvidia.com/blog/edify-3d-generative-ai-custom-fine-tuning/,verified,Access path shifted from NVIDIA preview to partner-operated services — a licensing-driven production condition (trained on licensed stock libraries).
survey 260812,OpenAI Shap-E / Point-E (research code),Shap-E / Point-E,OpenAI,Generative 3D,open-source code,Inferential,neural,1,1,single-pass,"text prompt or image, via locally run research code","Latent diffusion resolves an implicit function, renderable as textured mesh or NeRF, from a text prompt or image; a single sampling pass per invocation, run from research code.",Point-E (point-cloud diffusion); Shap-E (implicit-function latent diffusion),"Point-E released December 2022; Shap-E May 2023; repositories remain public, MIT-licensed; no hosted OpenAI 3D product as of August 2026",https://github.com/openai/shap-e,verified,"Product status: research code, unproductized. Included for the field's research-to-product boundary; the usable-product line runs through TripoSR and its successors instead of these."
survey 260812,Rodin Text-to-3D,Rodin (Hyper3D),Deemos Tech,Generative 3D,hosted service,Inferential,neural,1.3,2.8,iterative,"text prompt; generation-time/fidelity mode choice; mesh-type choice (raw tri, quad, low-poly)",Resolves quad-mesh geometry and materials from a text prompt; adaptive modes trade generation time for fidelity (about 4 s draft to 80 s in Gen-2.5). Invoked per prompt.,"Rodin Gen-2 / Gen-2.5 (large-scale diffusion, native 3D representation)","Hyper3D Rodin launched May 8, 2025; Gen-2 covered February 9, 2026; Gen-2.5 launched May 26, 2026",https://hyper3d.ai/blog/rodin-gen-2,verified,
survey 260812,Sloyd Text-to-3D,Sloyd,Sloyd,Generative 3D,core,Inferential,hybrid,3,1.5,iterative,text prompt; post-generation slider edits,Resolves a model from a text prompt into the parametric template system; the result stays slider-addressable after generation.,Sloyd proprietary matching + parametric templates,"Live on vendor site, checked 2026-08",https://www.sloyd.ai,verified,"Band held provisionally: prompt-directed resolution, but production remains inspectable as template + parameters — fits none of the three bands cleanly. x raised above pure prompt tools for post-hoc addressability."
survey 260812,Spline AI 3D Generation,Spline,Spline,Generative 3D,core,Inferential,neural,1.4,3,iterative,text prompt; target scene context,"Resolves 3D objects and textures from a text prompt, placed into the editable Spline scene; generated output opens as scene objects the designer can rework.",Spline AI (proprietary),"Live on vendor page, 2026",https://spline.design/ai-generate,verified,Generation lands in explicit working state — a possible interest point for the field: inferential resolution feeding an addressable scene.
survey 260812,Tripo Text-to-3D,Tripo,VAST (Tripo AI),Generative 3D,hosted service,Inferential,neural,1.2,2.8,iterative,"text prompt; mode choice (draft, Ultra); candidate selection and refine",Resolves a textured mesh from a text prompt; Ultra mode can generate assets up to 2 million polygons. Draft-to-refine staging per generation.,Tripo v3.0 Ultra; Tripo H3.1; Smart Mesh P1.0 (native 3D diffusion),"v3.0 Ultra released September 2025; H3.1 announced March 26, 2026; Smart Mesh P1.0 announced 2026; $50M raise reported March 2026",https://www.tripo3d.ai/blog/introducing-tripo-new-algorithm3,verified,"H3.1 positioned by vendor for production assets (hero characters, close-up renders, print models)."
survey 260812,Womp Spark Conversational Generation,Womp,Womp,Generative 3D,agent,Inferential,neural,1.5,6,persistent,"chat turns: descriptions, feedback, references to prior results; optional images","A conversational agent resolves generation, edits and print preparation from chat turns, holding context across the session; a reference like 'the handle' resolves against prior turns.",Womp Spark (proprietary),"Vendor blog on Spark dated February 10, 2026",https://womp.com/blogs/from-conversation-to-creation-the-new-era-of-ai-powered-3d-design-with-womp-spark/,verified,Persistent-context resolution inside a consumer 3D tool; candidate parallels the LLM Spatial Agent anchor.
survey 260812,Cavalry Procedural Animation,Cavalry,Scene Group / Canva,Painting / fashion / niche,core,Explicit,computational,8.8,3.5,iterative,"generators, behaviors, falloffs, duplicators, imported spreadsheet data","Motion resolves procedurally from generators, behaviors, and data inputs; adjusting one value re-resolves the dependent system in real time.",,"site references 2.7 licensing transition under Canva ownership, fetched 2026-08",https://cavalry.studio/,verified,No AI/ML features on the fetched page.
survey 260812,Clip Studio Paint Layers/Vector,Clip Studio Paint,Celsys,Painting / fashion / niche,core,Explicit,computational,8.6,2,iterative,"raster/vector strokes, layers, rulers, hand-posed 3D reference models","Marks resolve through brush engine, vector layers, and 3D reference figures posed by hand; working state stays addressable throughout.",,Ver. 5.1.0 release notes dated 2026-03-13,https://www.clipstudio.net/en/functions/,verified,
survey 260812,CLO 3D Garment Simulation,CLO 3D,CLO Virtual Fashion,Painting / fashion / niche,core,Explicit,computational,9,4.5,persistent,"2D patterns, seam definitions, fabric physical parameters, avatar","Garment drape resolves through physics simulation from patterns, seams, fabric parameters, and avatar; simulation recurs in real time as the designer edits patterns.",,"CLO 2026.0 current per vendor site, fetched 2026-08",https://www.clo3d.com/en/,verified,An 'Open AI Chatbot' is referenced on the site without detail; treated as support tooling rather than a production mode.
survey 260812,Corel Painter Natural Media,Corel Painter 2023,Corel (Alludo),Painting / fashion / niche,core,Explicit,computational,8.4,2,iterative,"strokes, brush variants, paper textures, layers",Marks resolve through natural-media brush simulation on layers; results follow stroke input and brush parameters.,,"Painter 2023 listed as current on the vendor site, fetched 2026-08",https://www.painterartist.com/en/,verified,No AI/ML features on the fetched landing page.
survey 260812,Glyphs Interpolation,Glyphs 4,Glyphs (GeorgSeifert/Schriftgestaltung),Painting / fashion / niche,core,Explicit,computational,9.2,1.5,iterative,"hand-drawn master outlines, components, instance definitions, OpenType feature code",Instances resolve by interpolation between hand-drawn masters; component edits propagate to linked glyphs; static and variable fonts export from the same explicit source.,,"Glyphs 4 current per vendor site, fetched 2026-08",https://glyphsapp.com/,verified,No AI/ML features on the fetched page; plugin ecosystem exists but ML plugins were unconfirmed here.
survey 260812,Jitter Keyframe Animation,Jitter,Jitter,Painting / fashion / niche,core,Explicit,computational,8.4,2,iterative,"vector shapes, keyframes, pen-tool paths, gradients, templates","Motion resolves from keyframes, morphing paths, and animated properties set by hand; templates supply starting structure the designer edits.",,"current product page, fetched 2026-08",https://jitter.video/,verified,
survey 260812,KeyShot Real-Time Rendering,KeyShot Studio,KeyShot (Luxion),Painting / fashion / niche,core,Explicit,computational,9.3,2,persistent,"geometry, measured materials, lighting, camera; material graph with procedural textures","Pixels resolve through ray tracing from explicit scene state; the real-time viewport re-resolves as materials, lighting, and geometry change.",,"version 2026.2 current per whats-new page, fetched 2026-08",https://www.keyshot.com/keyshot/,verified,
survey 260812,Krita Layers/Brush Engines,Krita,Krita Foundation,Painting / fashion / niche,core,Explicit,computational,8.5,2,iterative,"strokes across 9+ brush engines, layer/mask stack, vector shapes, animation frames",Marks resolve through configurable brush engines over a layer and mask stack; animation resolves from hand-drawn frames with onion skinning and tweening of opacity/position.,,"current features page, fetched 2026-08",https://krita.org/en/features/,verified,No built-in AI/ML on the features page; generative capability reaches Krita through third-party plugins.
survey 260812,Procreate Dreams Keyframing,Procreate Dreams,Procreate (Savage Interactive),Painting / fashion / niche,core,Explicit,computational,8.5,2.5,iterative,"keyframe markers, drawn frames, tracks, imported audio/video","In-between frames resolve computationally from keyframe markers (scale, rotate, blur, position); frame-by-frame drawing stays hand-resolved. Rendering is real-time on playback.",,release date absent from fetched page; app shipped 2023 — to be confirmed,https://procreate.com/dreams,verified,No AI/ML features on the product page; interpolation is parametric tweening.
survey 260812,Procreate Painting,Procreate (iPad),Procreate (Savage Interactive),Painting / fashion / niche,core,Explicit,computational,8.5,2,iterative,"strokes, brush settings, layers, blend modes",Marks resolve through the brush engine and layer compositing; the result is governed by hand input and addressable layer state. The vendor states a no-generative-AI position for the app.,,stance page live as of 2026-08; page undated,https://procreate.com/ai,verified,"Vendor stance page: no generative AI, tagline 'Creativity is made, not generated.' Also states the company holds no access to user artwork."
survey 260812,Rebelle Paint Simulation,Rebelle 8 / 8 Pro,Escape Motions,Painting / fashion / niche,core,Explicit,computational,8.3,4.5,persistent,"strokes, water/oil amounts, tilt, paper, pigment choices","Wet-media behavior — flow, blooming, drying, spectral pigment mixing — resolves through fluid and pigment simulation running at frame rate over hand strokes.",,"Rebelle 8 current per vendor page, fetched 2026-08",https://www.escapemotions.com/products/rebelle/about,verified,"Simulation recurs continuously but is physics-based; y reflects recurrence of computational resolution, held provisionally."
survey 260812,Rive State Machine,Rive,Rive,Painting / fashion / niche,core,Explicit,computational,8.8,2.5,iterative,"artboards, bones, keyframes, state graph, inputs, data bindings","Runtime motion resolves from an authored state machine — states, transitions, inputs, data bindings — over vector artwork; playback recurs at frame rate from the explicit spec, at 120fps on the GPU vector engine.",,"current product page, fetched 2026-08",https://rive.app/,verified,No AI/ML features on the fetched page; what ships in the app is what was authored.
survey 260812,Shima Seiki APEX Virtual Sampling,SDS-ONE APEX4 / APEXFiz,Shima Seiki,Painting / fashion / niche,core,Explicit,computational,9,2.5,iterative,"stitch/knit programs, yarn data, colorways","Knit fabric renderings and 3D virtual samples resolve computationally from stitch programs, yarn data, and colorways; the same data can drive knitting machine programming.",,"current product page, fetched 2026-08",https://www.shimaseiki.com/product/design/,verified,No AI functionality described on the fetched product page — a data point for the knit-CAD region of the field.
survey 260812,VStitcher Garment Simulation,Browzwear VStitcher,Browzwear,Painting / fashion / niche,core,Explicit,computational,9,4,persistent,"patterns, measured fabric data (Fabric Analyzer), avatar, colorways",Virtual garment twins resolve through physics simulation from patterns and physically measured fabric properties; the simulation recurs as the designer edits.,,"current product page, fetched 2026-08",https://browzwear.com/,verified,
survey 260812,Wilcom EmbroideryStudio Digitizing,Wilcom EmbroideryStudio 2026,Wilcom,Painting / fashion / niche,core,Explicit,computational,9,2,iterative,"manually digitized objects: outlines, stitch types, densities, sequencing",Stitches resolve from manually digitized objects through the stitch engine; stitch regeneration recurs on each edit. 2026 adds Multi Blend layering and Continue Digitizing for closed objects.,,"EmbroideryStudio 2026 current per vendor site, fetched 2026-08",https://www.wilcom.com/,verified,
survey 260812,Browzwear AI Models Fit Validation,Browzwear platform,Browzwear,Painting / fashion / niche,core,Conditioned,neural,6,2,single-pass,the simulated garment and its full size run,"Fit validation — sizing, drape, proportion across a size run — resolves through a vendor-labeled 'AI Models' capability conditioned on the simulated garment; invoked before physical sampling.",,"listed on vendor homepage, fetched 2026-08",https://browzwear.com/,verified,Vendor description is brief; implementation undocumented. Read provisionally.
survey 260812,Clip Studio Paint Colorize,Clip Studio Paint,Celsys,Painting / fashion / niche,core,Conditioned,neural,4,2,iterative,line art plus optional hint color strokes,"A coloring pass resolves full-canvas color from supplied line art, steered by hint strokes; invoked per run from the Colorize dialog, re-runnable with added hints.",,present in Ver. 5.1.0 notes (2026-03-13); original technology-preview ship date to be confirmed,https://www.clipstudio.net/en/dl/release_note/latest/,verified,Feature confirmed current via 5.1.0 release notes (Colorize dialog with hints).
survey 260812,Clip Studio Paint Hand Scanner,Clip Studio Paint,Celsys,Painting / fashion / niche,core,Conditioned,neural,5.5,1.5,single-pass,live camera video of the user's hand; selected 3D hand model,Hand pose resolves from live camera capture and applies to the 3D hand model; the captured pose stays editable as explicit 3D state afterward.,,on current functions page; 5.1.0 notes extend it to parented 3D drawing figures (2026-03-13),https://www.clipstudio.net/en/functions/3d/,verified,Estimation method undocumented by vendor; neural labeling held provisionally. A photo-based full-body pose scanner is remembered but unconfirmed on fetched pages — to be confirmed.
survey 260812,Hatch Auto-Digitize/PhotoStitch,Hatch Embroidery 4,Wilcom,Painting / fashion / niche,core,Conditioned,computational,6,1.5,iterative,bitmap or vector artwork; photographs for Color PhotoStitch,"Stitch objects resolve automatically from supplied artwork in one click, with suggested structure; Color PhotoStitch resolves stitch fields from photographs. Results open to manual refinement of colors, shapes, and sequencing.",,"Hatch 4 current per vendor site, fetched 2026-08",https://hatchembroidery.com/,verified,"Vendor describes automatic conversion without an ML claim; the in-app 'AI Answers' assistant is support chat, separate from stitch generation."
survey 260812,Jitter AI Image-to-Video,Jitter,Jitter,Painting / fashion / niche,core,Conditioned,neural,3,2,single-pass,a supplied static image,"Motion resolves from a supplied static image, animating it for depth; the image governs content while the model resolves movement.",,"described as a new feature on the product site, fetched 2026-08",https://jitter.video/,verified,
survey 260812,KeyShot AI Denoise,KeyShot Studio,KeyShot (Luxion),Painting / fashion / niche,core,Conditioned,neural,7.5,6.5,persistent,partially converged ray-traced frames/buffers,"A learned denoiser resolves final pixels from partially converged ray-traced frames, cutting sample counts; can run during interactive rendering and final output.",,"listed on current product page, fetched 2026-08",https://www.keyshot.com/keyshot/,verified,
survey 260812,KeyShot Background,KeyShot Studio,KeyShot (Luxion),Painting / fashion / niche,core,Conditioned,neural,3.2,2,iterative,a rendered product image plus a scene description,"An environment resolves around the rendered product from a text description; product pixels come from the render, surroundings from the model. Runs locally per vendor.",undocumented; runs locally per vendor,included in KeyShot Studio 2025.2 per vendor AI page,https://www.keyshot.com/ai/,verified,
survey 260812,KeyShot Replace,KeyShot Studio,KeyShot (Luxion),Painting / fashion / niche,core,Conditioned,neural,4.3,3,iterative,an isolated region of the render plus a text description of the change,An isolated part of the render re-resolves from a text description of the change; the rest of the frame stays as rendered.,undocumented; runs locally per vendor,"listed on current product page, fetched 2026-08",https://www.keyshot.com/keyshot/,verified,
survey 260812,KeyShot Restyle,KeyShot Studio,KeyShot (Luxion),Painting / fashion / niche,core,Conditioned,neural,3.8,2.5,iterative,an existing render (layout preserved) plus a text prompt,"A restyled image resolves from the existing render and a text prompt while keeping the original layout; vendor cites roughly 15 seconds at 1280x720 on an RTX 5080, generated locally.",undocumented; runs locally per vendor,included in KeyShot Studio 2025.2 per vendor AI page,https://www.keyshot.com/ai/,verified,
survey 260812,Krita AI Diffusion Generative Fill,Krita + krita-ai-diffusion plugin,"Acly (open source, GPL-3.0)",Painting / fashion / niche,plugin,Conditioned,neural,4.5,3.5,iterative,"canvas content, selection mask, text prompt, optional control layers (scribble, line art, depth, pose), reference images","Pixels inside a selection resolve from surrounding canvas, prompt, and optional control or reference layers; invoked per fill, expand, add, or remove operation.","ComfyUI backend; SD 1.5/SDXL, Flux 2, Z-Image, Illustrious checkpoints; ControlNet, IP-Adapter",active project; model list per README fetched 2026-08,https://github.com/Acly/krita-ai-diffusion,verified,Runs locally (6GB+ VRAM recommended) or against cloud generation. Regional prompts can scope text to layer areas.
